-6.17E+01	-6.45E+01	-1.08E+02	585
-6.13E+01	-6.45E+01	-1.08E+02	120
-6.09E+01	-6.45E+01	-1.08E+02	585
-6.05E+01	-6.45E+01	-1.08E+02	532
-6.01E+01	-6.45E+01	-1.08E+02	120
-5.97E+01	-6.45E+01	-1.08E+02	120
-5.93E+01	-6.45E+01	-1.08E+02	465
-5.89E+01	-6.45E+01	-1.08E+02	572
-5.85E+01	-6.45E+01	-1.08E+02	492
-6.29E+01	-6.49E+01	-1.08E+02	518
-6.25E+01	-6.49E+01	-1.08E+02	492
-6.21E+01	-6.49E+01	-1.08E+02	478
-6.17E+01	-6.49E+01	-1.08E+02	465
-6.13E+01	-6.49E+01	-1.08E+02	572
-6.09E+01	-6.49E+01	-1.08E+02	532
-6.05E+01	-6.49E+01	-1.08E+02	452
-6.01E+01	-6.49E+01	-1.08E+02	120
-5.97E+01	-6.49E+01	-1.08E+02	585
-5.93E+01	-6.49E+01	-1.08E+02	120
-5.89E+01	-6.49E+01	-1.08E+02	120
-5.85E+01	-6.49E+01	-1.08E+02	532
-5.81E+01	-6.49E+01	-1.08E+02	120
-5.77E+01	-6.49E+01	-1.08E+02	120
-5.73E+01	-6.49E+01	-1.08E+02	120
-6.37E+01	-6.53E+01	-1.08E+02	120
-6.33E+01	-6.53E+01	-1.08E+02	120
-6.29E+01	-6.53E+01	-1.08E+02	492
-6.25E+01	-6.53E+01	-1.08E+02	558
-6.21E+01	-6.53E+01	-1.08E+02	505
-6.17E+01	-6.53E+01	-1.08E+02	120
-6.13E+01	-6.53E+01	-1.08E+02	558
-6.09E+01	-6.53E+01	-1.08E+02	611
-6.05E+01	-6.53E+01	-1.08E+02	638
-6.01E+01	-6.53E+01	-1.08E+02	478
-5.97E+01	-6.53E+01	-1.08E+02	665
-5.93E+01	-6.53E+01	-1.08E+02	638
-5.89E+01	-6.53E+01	-1.08E+02	505
-5.85E+01	-6.53E+01	-1.08E+02	758
-5.81E+01	-6.53E+01	-1.08E+02	665
-5.77E+01	-6.53E+01	-1.08E+02	625
-5.73E+01	-6.53E+01	-1.08E+02	545
-5.69E+01	-6.53E+01	-1.08E+02	120
-5.65E+01	-6.53E+01	-1.08E+02	120
-6.41E+01	-6.57E+01	-1.08E+02	545
-6.37E+01	-6.57E+01	-1.08E+02	120
-6.33E+01	-6.57E+01	-1.08E+02	545
-6.29E+01	-6.57E+01	-1.08E+02	598
-6.25E+01	-6.57E+01	-1.08E+02	532
-6.21E+01	-6.57E+01	-1.08E+02	651
-6.17E+01	-6.57E+01	-1.08E+02	532
-6.13E+01	-6.57E+01	-1.08E+02	532
-6.09E+01	-6.57E+01	-1.08E+02	120
-6.05E+01	-6.57E+01	-1.08E+02	665
